partnumber,name,description,images,retailprice,parttype,Brand,sku,Barcode,EAN,WeightGrams,DimensionsLengthMM,DimensionsWidthMM,DimensionsHeightMM,Gtin14
PP1430,Pipercross Car Panel Filter PP1430,"Pipercross Panel Filter  PP1430 measures 320mm x 175mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1430_6aa59cd5-0ef0-44c9-9d1c-9e929cf7e9d9_2048x.jpg?v=1587378694,41.99,,Pipercross,PP1430,,,,,,,
PP1927,Pipercross Car Panel Filter PP1927,"Pipercross Panel Filter  PP1927 measures 270mm x 124mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1927_c29d630d-e6c9-496d-ab2b-516eacb653fc_2048x.jpg?v=1587378379,41.99,,Pipercross,PP1927,,,,,,,
PP1988,Pipercross Car Panel Filter PP1988,"Pipercross Panel Filter  PP1988 measures 355mm x 81mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1988_b3b0d65f-7e04-4dcc-b7b8-e9a53260b7ea_2048x.jpg?v=1587378090,41.99,,Pipercross,PP1988,,,,,,,
PP1313,Pipercross Car Panel Filter PP1313,"Pipercross Panel Filter  PP1313 measures 247mm x 211mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1313_8edbfcf2-3095-40f6-bbff-b4c8166ca4d5_2048x.jpg?v=1587378750,41.99,,Pipercross,PP1313,,,,,,,
PP1379,Pipercross Car Panel Filter PP1379,"Pipercross Panel Filter  PP1379 measures 213mm x 203mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1379_85a65cd2-a739-4178-9e58-ce0d53513fc3_2048x.jpg?v=1587378712,41.99,,Pipercross,PP1379,,,,,,,
PP1447,Pipercross Car Panel Filter PP1447,"Pipercross Panel Filter  PP1447 measures 205mm x 192mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1447_bcfef84f-6aa8-46c0-b426-23d6bdfb2901_2048x.jpg?v=1587378682,41.99,,Pipercross,PP1447,,,,,,,
PP1349,Pipercross Car Panel Filter PP1349,"Pipercross Panel Filter  PP1349 measures 219mm x 214mm x -mm x 20mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1349_2048x.jpg?v=1591110825,41.99,,Pipercross,PP1349,,,,,,,
PP1261,Pipercross Car Panel Filter PP1261,"Pipercross Panel Filter  PP1261 measures 230mm x 170mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1261_e8f2a35c-96af-4b73-91af-bf4d86f63780_2048x.jpg?v=1587378778,41.99,,Pipercross,PP1261,,,,,,,
PP1290,Pipercross Car Panel Filter PP1290,"Pipercross Panel Filter  PP1290 measures 250mm x 156mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1290_f1e1fda4-5025-4af5-b079-c65ae779ded2_2048x.jpg?v=1587378755,41.99,,Pipercross,PP1290,,,,,,,
PP1522,Pipercross Car Panel Filter PP1522,"Pipercross Panel Filter  PP1522 measures 325mm x 193mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1522_52bda5b1-e1c8-4887-a8ca-1c12854e540c_2048x.jpg?v=1587378628,41.99,,Pipercross,PP1522,,,,,,,
PP1994,Pipercross Car Panel Filter PP1994,"Pipercross Panel Filter  PP1994 measures 520mm x 200mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1994_2048x.jpg?v=1591105110,131.99,,Pipercross,PP1994,,,,,,,
PP2043PLUS,Pipercross Car Panel Filter PP2043PLUS,"Pipercross plus has improved strength and rigidity, swapping out the mesh used in the regular Pipercross panel filters and replacing it with a stronger and better looking 1mm steel frame.??
You can really feel the difference that this change makes to the strength of the filter, even when pulling 100?? of CFM (cubic feet per minute) through the foam.
The Pipercross Plus filter utilises two foams, the 20 PPI Foam and 60 PPI Foam.??
The 20 PPI Foam is a free-flowing foam that captures the large dirtparticles in an optimised thickness of 20mm, this first layer provides a great balance between filtration and flow.??
The 60 PPI Foam is a 5mm laye that is used to filter out any finer particles that make their way through the more open foam, this layer is mostly for protection, by keeping its thickness to a minimum it doesn?? disrupt the great flow of air this filter allows.
A new stronger frame has been created with breath ability in mind, when compared to our regular mesh,??this frame has a 22.1% increase in effective flow area.??Not only is this good in terms of performance, but the increased rigidity in the frame will also improve durability.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/pp2043plus_f0f6a2b1-74fc-45ff-85cf-abe0b9911599_2048x.jpg?v=1667403780,209.99,,Pipercross,PP2043PLUS,,,,,,,
PP1604,Pipercross Car Panel Filter PP1604,"Pipercross Panel Filter  PP1604 measures 282mm x 194mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1604_f3d6f478-61f9-4036-8644-3e6def0d8dde_2048x.jpg?v=1587378585,34.99,,Pipercross,PP1604,,,,,,,
PP1952,Pipercross Car Panel Filter PP1952,"Pipercross Panel Filter  PP1952 measures 342mm x 142mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1952_2c0743be-5d55-4bb2-b1b5-444a09cb0db8_2048x.jpg?v=1587378353,41.99,,Pipercross,PP1952,,,,,,,
PP1705,Pipercross Car Panel Filter PP1705,"Pipercross Panel Filter  PP1705 measures 317mm x 149mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1705_86132e4a-7ca2-42b0-a3c6-aa753c2e1926_2048x.jpg?v=1587378519,41.99,,Pipercross,PP1705,,,,,,,
PK348,Pipercross Car Induction Kit PK348,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK_cae25122-799d-46d1-9fbc-cc41268f8d47_2048x.jpg?v=1574073604,138.07,,Pipercross,PK348,,,,,,,
PP1836,Pipercross Car Panel Filter PP1836,"Pipercross Panel Filter  PP1836 measures 239mm x 170mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1836_b2ad204b-0c05-4fba-b8a6-50f62a5d55ea_2048x.jpg?v=1587378430,41.99,,Pipercross,PP1836,,,,,,,
PP1986,Pipercross Car Panel Filter PP1986,"Pipercross Panel Filter  PP1986 measures 205mm x 185mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1986_4245ca61-2a93-4ac0-a277-b0f6d8bcff84_2048x.jpg?v=1587378093,41.99,,Pipercross,PP1986,,,,,,,
PP1400,Pipercross Car Panel Filter PP1400,"Pipercross Panel Filter  PP1400 measures 250mm x 195mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1400_0a5a81ff-5e50-4537-91dd-2fbbfe1151f8_2048x.jpg?v=1587378701,41.99,,Pipercross,PP1400,,,,,,,
PX1367,Pipercross Car Panel Filter PX1367,"Pipercross Panel Filter  PX1367 measures 156mm x 104mm x 256mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PX1367_b29f655e-e242-4f5b-9b16-c3aecd8d48a8_2048x.jpg?v=1587378214,41.99,,Pipercross,PX1367,,,,,,,
PP1263,Pipercross Car Panel Filter PP1263,"Pipercross Panel Filter  PP1263 measures 236mm x 86mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1263_45195d89-f023-431e-8978-d096bd1e3375_2048x.jpg?v=1587378775,41.99,,Pipercross,PP1263,,,,,,,
PP1316,Pipercross Car Panel Filter PP1316,"Pipercross Panel Filter  PP1316 measures 300mm x 198mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1316_24a9e292-0bfb-4716-b40c-269b3bfc9073_2048x.jpg?v=1587378747,41.99,,Pipercross,PP1316,,,,,,,
PP1670,Pipercross Car Panel Filter PP1670,"Pipercross Panel Filter  PP1670 measures 326mm x 252mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1670_77af550f-d0a5-43f3-9cb0-4b4a0d157b26_2048x.jpg?v=1587378539,41.99,,Pipercross,PP1670,,,,,,,
PP1264,Pipercross Car Panel Filter PP1264,"Pipercross Panel Filter  PP1264 measures 175mm x 90mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1264_b0377617-a3ba-4cf2-8a69-0b5f31ea7155_2048x.jpg?v=1587378774,41.99,,Pipercross,PP1264,,,,,,,
PP1317,Pipercross Car Panel Filter PP1317,"Pipercross Panel Filter  PP1317 measures 379mm x 140mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1317_f5387e90-bf06-40d0-b504-49756c478e1e_2048x.jpg?v=1587378746,41.99,,Pipercross,PP1317,,,,,,,
PP1315,Pipercross Car Panel Filter PP1315,"Pipercross Panel Filter  PP1315 measures 260mm x 106mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1315_9fe39205-3911-47d3-aeed-c7f1c5f1042d_2048x.jpg?v=1587378749,41.99,,Pipercross,PP1315,,,,,,,
PP1128,Pipercross Car Panel Filter PP1128,"Pipercross Panel Filter  PP1128 measures 284mm x 172mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1128_33dbad83-298c-4d9f-9ccc-487f390cf183_2048x.jpg?v=1587378819,41.99,,Pipercross,PP1128,,,,,,,
PP46,Pipercross Car Panel Filter PP46,"Pipercross Panel Filter  PP46 measures 248mm x 168mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP46_59b286bc-0de1-4047-be99-8e1c6059a47a_2048x.jpg?v=1587378318,41.99,,Pipercross,PP46,,,,,,,
